full_path,label,choice_1,choice_2,choice_3,choice_4,choice_5,human_choice,choice,choice_is_human
/n/fs/visualai-scr/Data/Mimetics2/clean and jerk/pcBXtl667nI_000160_000170,clean and jerk,hurdling,bowling,clean and jerk,playing bass guitar,playing accordion,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/eating cake/zvPgORDt900_000036_000046,eating cake,playing basketball,catching or throwing frisbee,brushing teeth,eating cake,sweeping floor,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/PjUiNabLd04_000623_000625,eating cake,shooting basketball,eating cake,sweeping floor,surfing water,driving car,2,D,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/ftRFY6vUIEw_000140_000150,eating cake,driving car,brushing hair,playing bass guitar,reading newspaper,eating cake,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/M5-HKclj15U_000042_000052,eating cake,writing,playing tennis,juggling soccer ball,playing basketball,eating cake,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing baseball/FaCkfAZOgOM_000040_000041,catching or throwing baseball,tying tie,catching or throwing baseball,smoking,dunking basketball,skipping rope,2,E,False
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing baseball/Ej9DeLsFxNs_000026_000027,catching or throwing baseball,catching or throwing baseball,eating ice cream,archery,reading newspaper,opening bottle,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing baseball/BpsJdEQKIGI_000105_000108,catching or throwing baseball,hitting baseball,clean and jerk,playing bass guitar,catching or throwing baseball,playing accordion,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing baseball/tKS0NvaO0h4_000082_000085,catching or throwing baseball,brushing hair,catching or throwing baseball,playing saxophone,playing guitar,juggling balls,2,E,False
/n/fs/visualai-scr/Data/Mimetics2/skiing (not slalom or crosscountry)/yk7yXdzabxY_000027_000030,skiing (not slalom or crosscountry),golf driving,skiing (not slalom or crosscountry),hurdling,clean and jerk,reading book,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/skiing (not slalom or crosscountry)/XmoOJuF2kZ8_000113_000115,skiing (not slalom or crosscountry),eating ice cream,shooting goal (soccer),skiing (not slalom or crosscountry),archery,catching or throwing frisbee,3,E,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/MuHA3dDr5JI_000013_000014,juggling soccer ball,climbing ladder,juggling soccer ball,juggling balls,brushing teeth,dunking basketball,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/M9rgnIoZQTo_000012_000015,juggling soccer ball,sweeping floor,playing basketball,climbing ladder,skipping rope,juggling soccer ball,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/pOHZlLytOQw_000070_000073,juggling soccer ball,skiing (not slalom or crosscountry),punching person (boxing),climbing ladder,juggling soccer ball,catching or throwing baseball,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/ZxyVh5NlOF8_000026_000028,juggling soccer ball,drinking,juggling soccer ball,playing piano,surfing water,eating cake,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/JuGpEUvXEW0_000011_000015,juggling soccer ball,deadlifting,eating cake,canoeing or kayaking,juggling soccer ball,juggling balls,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/deadlifting/Mdz5lsRh7pI_000144_000146,deadlifting,sword fighting,deadlifting,eating ice cream,climbing a rope,hurdling,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/deadlifting/pjZJCBOGwRU_000005_000010,deadlifting,deadlifting,golf driving,playing bass guitar,opening bottle,catching or throwing baseball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/deadlifting/7xUGM3fJIks_000004_000006,deadlifting,playing violin,skiing slalom,playing piano,deadlifting,catching or throwing frisbee,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/driving car/QRiAY_889YM_000128_000138,driving car,reading newspaper,drinking,sweeping floor,golf driving,driving car,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/driving car/0eVaGBh2aYg_000050_000060,driving car,driving car,playing trumpet,reading book,cleaning windows,playing saxophone,1,E,False
/n/fs/visualai-scr/Data/Mimetics2/driving car/mm1HgQbXFEE_000100_000106,driving car,juggling soccer ball,cleaning windows,driving car,playing accordion,sword fighting,3,E,False
/n/fs/visualai-scr/Data/Mimetics2/driving car/cOZSG3wYTLo_000064_000072,driving car,writing,cleaning windows,tying tie,driving car,juggling soccer ball,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/VNX0UCoor6M_000087_000097,cleaning windows,playing bass guitar,cleaning windows,archery,shooting goal (soccer),dunking basketball,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/XvKLqW2XTSA_000066_000072,cleaning windows,catching or throwing frisbee,playing accordion,cleaning windows,juggling balls,climbing ladder,3,D,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/RLkJThRccyc_000011_000015,cleaning windows,dunking basketball,eating ice cream,cleaning windows,playing basketball,playing piano,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/zNI3Cw58xH8_000000_000010,cleaning windows,reading book,cleaning windows,climbing ladder,juggling soccer ball,dribbling basketball,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/zXem1xEiy-E_000008_000010,shooting basketball,shooting basketball,playing saxophone,eating cake,sword fighting,skiing slalom,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/L4lqtPwU5vY_000093_000094,shooting basketball,reading newspaper,shooting basketball,playing trumpet,catching or throwing frisbee,juggling balls,2,D,False
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/SdY0GFiME2c_000450_000452,shooting basketball,shooting basketball,sweeping floor,dribbling basketball,deadlifting,eating ice cream,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/BT0Q_P1fBlY_000387_000390,shooting basketball,opening bottle,shooting basketball,smoking,playing piano,playing guitar,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/canoeing or kayaking/i1fbSuUV5Nc_000039_000049,canoeing or kayaking,writing,sword fighting,canoeing or kayaking,eating ice cream,playing basketball,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/canoeing or kayaking/ENzcF7wbvkU_000001_000006,canoeing or kayaking,climbing a rope,juggling soccer ball,smoking,archery,canoeing or kayaking,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/canoeing or kayaking/LUmAuEeKS_M_000002_000005,canoeing or kayaking,golf driving,brushing hair,canoeing or kayaking,playing bass guitar,opening bottle,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/canoeing or kayaking/9MKtWBhuexI_000011_000021,canoeing or kayaking,bowling,flying kite,cleaning windows,sword fighting,canoeing or kayaking,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/surfing water/iHxLX1M7v2Q_000865_000868,surfing water,writing,hitting baseball,surfing water,punching person (boxing),playing saxophone,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/surfing water/qgHpb__5AIA_000030_000036,surfing water,dribbling basketball,sweeping floor,catching or throwing frisbee,surfing water,driving car,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing volleyball/GVhUVhlJYDM_000035_000044,playing volleyball,tying tie,reading book,playing volleyball,smoking,canoeing or kayaking,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing volleyball/P5CYaw5mEM0_000105_000108,playing volleyball,playing accordion,playing trumpet,playing volleyball,smoking,cleaning windows,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing volleyball/HOHxR8_CqEQ_000008_000015,playing volleyball,smoking,playing volleyball,playing basketball,playing trumpet,surfing water,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing volleyball/Mt4P2qJzSZs_000000_000003,playing volleyball,skiing slalom,bowling,playing volleyball,drinking,dribbling basketball,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/opening bottle/s6psOZC5UE8_000090_000100,opening bottle,playing volleyball,catching or throwing frisbee,shooting goal (soccer),smoking,opening bottle,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/opening bottle/xQs2G_09NxU_000064_000065,opening bottle,reading newspaper,climbing ladder,punching person (boxing),smoking,opening bottle,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing piano/soxQzU7uERg_000055_000060,playing piano,playing piano,playing saxophone,dribbling basketball,juggling soccer ball,playing tennis,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing piano/SoVAjHzeduo_000005_000015,playing piano,playing trumpet,hurdling,skiing (not slalom or crosscountry),playing piano,dunking basketball,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing piano/I79RUT2mWFc_000020_000024,playing piano,tying tie,playing piano,sweeping floor,eating ice cream,playing volleyball,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing piano/7ulJtKGSNvg_000025_000035,playing piano,playing guitar,hurdling,climbing a rope,playing piano,juggling balls,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/writing/13UBd2tR_sg_000020_000021,writing,playing tennis,writing,deadlifting,reading book,sword fighting,2,E,False
/n/fs/visualai-scr/Data/Mimetics2/writing/x9I8pjBmX28_000077_000084,writing,writing,playing accordion,sword fighting,playing trumpet,shooting basketball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/writing/xu3hDsutNjU_000020_000030,writing,writing,juggling soccer ball,walking the dog,juggling balls,shooting goal (soccer),1,D,False
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/ZsMqq2ByFgM_000007_000013,dribbling basketball,dribbling basketball,catching or throwing frisbee,playing violin,playing volleyball,juggling soccer ball,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/L4lqtPwU5vY_000087_000093,dribbling basketball,driving car,punching person (boxing),hurdling,climbing a rope,dribbling basketball,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/Mio4-VYusug_000006_000008,dribbling basketball,driving car,skiing slalom,playing piano,dribbling basketball,reading book,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/BT0Q_P1fBlY_000380_000386,dribbling basketball,hitting baseball,playing guitar,dribbling basketball,playing accordion,tying tie,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/EDLkX44ocqw_000005_000009,dribbling basketball,juggling soccer ball,sweeping floor,eating ice cream,dribbling basketball,tying tie,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/reading newspaper/UDuEHi7yrZ8_000550_000560,reading newspaper,writing,driving car,sword fighting,reading newspaper,shooting goal (soccer),4,A,False
/n/fs/visualai-scr/Data/Mimetics2/reading newspaper/Xp1oE4WvPuA_000075_000085,reading newspaper,canoeing or kayaking,drinking,reading newspaper,playing guitar,climbing ladder,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/TyqATpi_knw_000115_000119,playing violin,writing,playing violin,playing piano,playing tennis,smoking,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing violin/qNJINPPOZC0_000019_000029,playing violin,sword fighting,flying kite,playing guitar,playing violin,juggling soccer ball,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/PTCVfbDY0RM_000007_000010,playing violin,playing trumpet,driving car,climbing ladder,playing violin,skiing (not slalom or crosscountry),4,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/tJVNul1R24o_000010_000015,playing violin,playing violin,skipping rope,tying tie,reading newspaper,golf driving,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/wo4t9PKxGhI_000007_000013,playing violin,smoking,surfing water,eating ice cream,playing violin,drinking,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/juggling balls/WzgnBOXs9Wo_000000_000002,juggling balls,skiing slalom,reading newspaper,cleaning windows,playing piano,juggling balls,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/juggling balls/u2rLpICCatI_000057_000062,juggling balls,juggling balls,playing violin,playing piano,dribbling basketball,sweeping floor,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/juggling balls/BRtsvUVpHf4_000164_000169,juggling balls,dunking basketball,surfing water,flying kite,juggling balls,catching or throwing baseball,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/Zxp7_IMUTRQ_000008_000015,playing trumpet,playing trumpet,playing basketball,deadlifting,hitting baseball,sweeping floor,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/XVQvmod4svI_000012_000015,playing trumpet,playing guitar,playing trumpet,dribbling basketball,skiing (not slalom or crosscountry),writing,2,E,False
/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/qbK-l1kJaWo_000000_000004,playing trumpet,catching or throwing baseball,playing bass guitar,hurdling,driving car,playing trumpet,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/Of2AffIeV58_000003_000010,playing trumpet,reading book,playing trumpet,playing violin,walking the dog,skiing (not slalom or crosscountry),2,B,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/fYHOAFqdjaY_000026_000029,smoking,hurdling,sweeping floor,smoking,reading book,flying kite,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/M5-HKclj15U_000090_000092,smoking,playing accordion,tying tie,skiing slalom,smoking,brushing hair,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/smoking/twz6DMLXS4U_000302_000312,smoking,eating cake,smoking,playing volleyball,juggling soccer ball,shooting goal (soccer),2,B,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/3IKir8rumOs_000100_000102,smoking,playing piano,walking the dog,smoking,driving car,dunking basketball,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/2BVHPrletXY_000208_000214,smoking,playing volleyball,smoking,playing piano,playing saxophone,dribbling basketball,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/vlxFyd_hi7I_000065_000068,shooting goal (soccer),surfing water,shooting goal (soccer),writing,brushing hair,playing tennis,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/L4lqtPwU5vY_000048_000050,shooting goal (soccer),reading book,playing bass guitar,playing guitar,shooting goal (soccer),deadlifting,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/eMXo3QIsFQo_000140_000143,shooting goal (soccer),shooting goal (soccer),reading newspaper,catching or throwing frisbee,smoking,sweeping floor,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/ZMJixoSYf8Q_000045_000047,hitting baseball,catching or throwing baseball,smoking,hitting baseball,catching or throwing frisbee,juggling soccer ball,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/OG4GyiHdRAI_000075_000076,hitting baseball,playing tennis,driving car,hitting baseball,juggling soccer ball,dunking basketball,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/YvKce9m1z7g_000004_000006,hitting baseball,hitting baseball,eating ice cream,skiing slalom,playing violin,playing bass guitar,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/0xA0SB7uFcc_000019_000020,hitting baseball,hurdling,drinking,hitting baseball,playing accordion,deadlifting,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/-8wp06ZwKQc_000000_000004,sword fighting,sword fighting,punching person (boxing),cleaning windows,opening bottle,shooting goal (soccer),1,A,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/S4E02y5K2Fc_000013_000019,sword fighting,sweeping floor,brushing teeth,reading newspaper,sword fighting,playing violin,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/hXFx9M9e6Bo_000070_000075,sword fighting,playing volleyball,brushing teeth,reading book,sweeping floor,sword fighting,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/MeJZ8NOP4IU_000002_000005,sword fighting,juggling soccer ball,sweeping floor,skiing (not slalom or crosscountry),reading newspaper,sword fighting,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/ETxZ7HjUrhE_000004_000011,climbing ladder,climbing ladder,playing trumpet,drinking,playing bass guitar,playing violin,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/j1JtNwBg8Fs_000005_000010,climbing ladder,opening bottle,playing bass guitar,eating cake,climbing ladder,playing piano,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/7u3k9tzCHDw_000100_000110,climbing ladder,climbing ladder,surfing water,archery,playing accordion,shooting goal (soccer),1,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/oAU0Pb-74RU_000041_000051,playing bass guitar,playing bass guitar,archery,catching or throwing baseball,tying tie,playing basketball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/wROQoqSDHV0_000011_000013,playing bass guitar,playing bass guitar,hitting baseball,climbing a rope,walking the dog,playing trumpet,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/GkrtgWwIKU0_000001_000011,playing bass guitar,canoeing or kayaking,juggling balls,playing bass guitar,hurdling,writing,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/yx_zMTYkoes_000034_000037,playing bass guitar,punching person (boxing),sword fighting,flying kite,playing bass guitar,golf driving,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/KukISaZBhcI_000050_000054,playing tennis,skiing slalom,driving car,playing basketball,playing tennis,playing volleyball,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/L4lqtPwU5vY_000070_000080,playing tennis,skiing slalom,tying tie,playing tennis,writing,dunking basketball,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/Tg9mJRahkBs_000070_000076,playing tennis,clean and jerk,playing tennis,hurdling,flying kite,eating ice cream,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/uGYF0cohpPo_000017_000020,playing tennis,bowling,archery,punching person (boxing),writing,playing tennis,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/uP9mY0A_0Ts_000021_000025,climbing a rope,reading newspaper,climbing a rope,dribbling basketball,surfing water,walking the dog,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/jEPBGRHgTwg_000177_000180,climbing a rope,climbing a rope,juggling balls,playing trumpet,surfing water,shooting goal (soccer),1,E,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/eDDxKQ9KqFk_000012_000017,climbing a rope,eating ice cream,playing volleyball,skiing (not slalom or crosscountry),dribbling basketball,climbing a rope,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/vf-e-dWOxgE_000039_000049,climbing a rope,cleaning windows,playing accordion,sweeping floor,clean and jerk,climbing a rope,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/golf driving/eMXo3QIsFQo_000100_000104,golf driving,dribbling basketball,skipping rope,skiing (not slalom or crosscountry),playing volleyball,golf driving,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/golf driving/LZKWWQHg6tI_000608_000612,golf driving,skipping rope,playing trumpet,shooting basketball,golf driving,playing guitar,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/golf driving/vA0v6Xp7CIU_000105_000112,golf driving,cleaning windows,shooting basketball,golf driving,drinking,reading newspaper,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/golf driving/B281ZM_guy4_000441_000446,golf driving,golf driving,tying tie,eating ice cream,deadlifting,sweeping floor,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/hurdling/3hxZTxU0Svw_000000_000002,hurdling,skipping rope,dribbling basketball,hurdling,golf driving,hitting baseball,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/hurdling/xtIw4-LOSKw_000000_000008,hurdling,hurdling,punching person (boxing),catching or throwing frisbee,brushing hair,skipping rope,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/dunking basketball/v0fHvZxWUqk_000008_000010,dunking basketball,drinking,eating cake,bowling,playing accordion,dunking basketball,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/dunking basketball/ElJQ_h3Y-0U_000034_000037,dunking basketball,skipping rope,walking the dog,playing tennis,dunking basketball,punching person (boxing),4,D,True
/n/fs/visualai-scr/Data/Mimetics2/dunking basketball/v0fHvZxWUqk_000000_000002,dunking basketball,dunking basketball,reading book,playing accordion,opening bottle,playing guitar,1,A,True
